tipo,iter,tiempo_ms,gflops,gbps_estimado
iteracion,51,28.496544,602.875537,2411.649333
iteracion,52,28.514080,602.504768,2410.166168
iteracion,53,28.504671,602.703646,2410.961726
iteracion,54,28.752129,597.516428,2390.211591
iteracion,55,28.506016,602.675215,2410.847997
iteracion,56,28.489344,603.027904,2412.258840
iteracion,57,28.524256,602.289831,2409.306368
iteracion,58,28.475584,603.319292,2413.424461
iteracion,59,28.502815,602.742888,2411.118707
iteracion,60,28.498049,602.843700,2411.521981
iteracion,61,28.486719,603.083462,2412.481084
iteracion,62,28.515585,602.472971,2410.038972
iteracion,63,28.910433,594.244621,2377.123562
iteracion,64,28.486401,603.090205,2412.508059
iteracion,65,28.513121,602.525041,2410.247264
iteracion,66,28.526848,602.235104,2409.087447
iteracion,67,28.521631,602.345253,2409.528069
iteracion,68,28.784416,596.846192,2387.530481
iteracion,69,28.527008,602.231722,2409.073917
iteracion,70,28.505440,602.687393,2410.896714
iteracion,71,28.536736,602.026436,2408.252722
iteracion,72,28.481216,603.199980,2412.947186
iteracion,73,28.509344,602.604856,2410.566543
iteracion,74,28.528448,602.201323,2408.952313
iteracion,75,28.506399,602.667110,2410.815574
iteracion,76,28.505983,602.675900,2410.850739
iteracion,77,28.528641,602.197256,2408.936046
iteracion,78,28.518751,602.406084,2409.771406
iteracion,79,28.504192,602.713768,2411.002220
iteracion,80,28.522593,602.324952,2409.446860
iteracion,81,28.507936,602.634610,2410.685568
iteracion,82,28.783392,596.867430,2387.615440
iteracion,83,28.543392,601.886036,2407.691090
iteracion,84,28.501856,602.763177,2411.199867
iteracion,85,28.541664,601.922478,2407.836864
iteracion,86,28.546112,601.828689,2407.461685
iteracion,87,28.504959,602.697556,2410.937366
iteracion,88,29.674879,578.936451,2315.887147
iteracion,89,31.108353,552.259047,2209.171016
iteracion,90,29.449247,583.372097,2333.630812
iteracion,91,30.356993,565.927901,2263.849772
iteracion,92,29.626177,579.888160,2319.694216
iteracion,93,29.974337,573.152607,2292.750358
iteracion,94,31.291136,549.033097,2196.266428
iteracion,95,31.071873,552.907427,2211.764694
iteracion,96,29.605152,580.299980,2321.341594
iteracion,97,29.455776,583.242793,2333.113565
iteracion,98,28.511583,602.557529,2410.377223
iteracion,99,29.577473,580.843041,2323.513972
iteracion,100,28.514751,602.490582,2410.109420
iteracion,101,28.501312,602.774673,2411.245855
iteracion,102,28.511583,602.557529,2410.377223
iteracion,103,28.791296,596.703573,2386.959970
iteracion,104,28.535295,602.056817,2408.374256
iteracion,105,28.532448,602.116905,2408.614623
iteracion,106,28.782911,596.877397,2387.655311
iteracion,107,29.432447,583.705083,2334.962840
iteracion,108,30.548544,562.379314,2249.654556
iteracion,109,32.706978,525.266176,2101.192943
iteracion,110,28.540159,601.954216,2407.963827
iteracion,111,28.534559,602.072351,2408.436396
iteracion,112,29.437471,583.605465,2334.564343
iteracion,113,30.518816,562.927120,2251.845912
iteracion,114,31.487776,545.604405,2182.550825
iteracion,115,29.053633,591.315700,2365.407165
iteracion,116,31.262177,549.541686,2198.300909
iteracion,117,28.533279,602.099357,2408.544424
iteracion,118,28.513887,602.508839,2410.182451
iteracion,119,28.512705,602.533827,2410.282413
iteracion,120,28.520479,602.369584,2409.625398
iteracion,121,28.545504,601.841516,2407.513000
iteracion,122,28.530304,602.162150,2408.795614
iteracion,123,28.523104,602.314158,2409.403680
iteracion,124,28.511616,602.556843,2410.374482
iteracion,125,28.501633,602.767897,2411.218746
iteracion,126,28.517952,602.422965,2409.838937
iteracion,127,28.528511,602.199994,2408.946998
promedio,,29.328427,586.812094,2347.391640
min,,28.475584,503.331867,2013.450351
max,,34.132290,603.319292,2413.424461
total,,6100.364400,,
