tipo,iter,tiempo_ms,gflops,gbps_estimado
iteracion,0,33.778687,508.600865,2034.527630
iteracion,1,34.132290,503.331867,2013.450351
iteracion,2,33.358974,514.999920,2060.125413
iteracion,3,33.623650,510.945998,2043.908733
iteracion,4,32.825279,523.373131,2093.620302
iteracion,5,30.165665,569.517343,2278.208413
iteracion,6,30.437056,564.439262,2257.894849
iteracion,7,31.262144,549.542256,2198.303189
iteracion,8,30.447392,564.247652,2257.128366
iteracion,9,30.361889,565.836640,2263.484703
iteracion,10,30.468832,563.850599,2255.540055
iteracion,11,30.469025,563.847034,2255.525794
iteracion,12,30.361025,565.852743,2263.549118
iteracion,13,30.576992,561.856090,2247.561531
iteracion,14,31.591105,543.819833,2175.412101
iteracion,15,30.413183,564.882310,2259.667150
iteracion,16,30.567583,562.029034,2248.253349
iteracion,17,30.380064,565.498123,2262.130554
iteracion,18,31.253023,549.702635,2198.944746
iteracion,19,30.428415,564.599537,2258.535989
iteracion,20,30.356417,565.938640,2263.892729
iteracion,21,30.385248,565.401641,2261.744601
iteracion,22,30.429440,564.580533,2258.459967
iteracion,23,30.545343,562.438240,2249.890274
iteracion,24,30.283903,567.293757,2269.313528
iteracion,25,28.724800,598.084899,2392.485614
iteracion,26,28.514656,602.492597,2410.117481
iteracion,27,28.754911,597.458602,2389.980273
iteracion,28,29.945568,573.703232,2294.952991
iteracion,29,28.489504,603.024513,2412.245274
iteracion,30,28.507999,602.633280,2410.680245
iteracion,31,28.510752,602.575104,2410.447529
iteracion,32,28.515903,602.466241,2410.012052
iteracion,33,28.505089,602.694814,2410.926397
iteracion,34,28.537344,602.013600,2408.201376
iteracion,35,28.517920,602.423650,2409.841677
iteracion,36,28.499489,602.813239,2411.400129
iteracion,37,28.526049,602.251976,2409.154940
iteracion,38,28.876575,594.941364,2379.910703
iteracion,39,28.507488,602.644085,2410.723472
iteracion,40,28.515648,602.471641,2410.033653
iteracion,41,28.818111,596.148337,2384.738890
iteracion,42,28.504095,602.715825,2411.010448
iteracion,43,28.539167,601.975136,2408.047511
iteracion,44,28.528608,602.197941,2408.938784
iteracion,45,28.499744,602.807833,2411.378504
iteracion,46,28.510208,602.586593,2410.493488
iteracion,47,28.502144,602.757086,2411.175502
iteracion,48,28.503777,602.722560,2411.037391
iteracion,49,28.535839,602.045348,2408.328378
iteracion,50,28.497856,602.847776,2411.538282
