tipo,iter,tiempo_ms,gflops,gbps_estimado
iteracion,120,113.576836,605.048348,2420.267249
iteracion,121,115.082909,597.130169,2388.593570
iteracion,122,115.242462,596.303441,2385.286555
iteracion,123,114.979774,597.665781,2390.736082
iteracion,124,121.662308,564.837853,2259.420363
iteracion,125,115.001053,597.555196,2390.293730
iteracion,126,112.003296,613.548701,2454.269701
iteracion,127,117.370079,585.493997,2342.047460
iteracion,128,112.069603,613.185689,2452.817609
iteracion,129,111.929474,613.953361,2455.888391
iteracion,130,111.192574,618.022180,2472.164163
iteracion,131,114.328865,601.068476,2404.347279
iteracion,132,112.095360,613.044794,2452.254010
iteracion,133,112.941345,608.452791,2433.885439
iteracion,134,112.097954,613.030608,2452.197264
iteracion,135,111.218109,617.880283,2471.596557
iteracion,136,111.788895,614.725434,2458.976774
iteracion,137,125.853859,546.025981,2184.170576
iteracion,138,126.964867,541.247973,2165.057963
iteracion,139,125.490944,547.605067,2190.487114
iteracion,140,122.966209,558.848460,2235.462058
iteracion,141,121.167549,567.144233,2268.646164
iteracion,142,113.151939,607.320361,2429.355582
iteracion,143,114.165245,601.929919,2407.793155
iteracion,144,123.538239,556.260778,2225.111017
iteracion,145,121.486465,565.655413,2262.690700
iteracion,146,118.881439,578.050511,2312.272609
iteracion,147,112.046272,613.313369,2453.328343
iteracion,148,112.027740,613.414824,2453.734177
iteracion,149,112.035583,613.371882,2453.562404
iteracion,150,119.523453,574.945545,2299.852365
iteracion,151,114.930527,597.921881,2391.760513
iteracion,152,116.132706,591.732332,2367.001560
iteracion,153,116.691811,588.897167,2355.660557
iteracion,154,114.304092,601.198744,2404.868363
iteracion,155,111.215714,617.893592,2471.649796
iteracion,156,115.427582,595.347106,2381.461097
iteracion,157,111.252419,617.689733,2470.834335
iteracion,158,110.981346,619.198443,2476.869358
iteracion,159,112.025726,613.425853,2453.778293
iteracion,160,110.998306,619.103832,2476.490901
iteracion,161,111.003677,619.073875,2476.371072
iteracion,162,112.532799,610.661758,2442.721576
iteracion,163,111.148064,618.269671,2473.154156
iteracion,164,111.107773,618.493873,2474.050992
iteracion,165,116.230721,591.233337,2365.005519
iteracion,166,112.476128,610.969440,2443.952342
iteracion,167,111.065987,618.726568,2474.981800
iteracion,168,111.748772,614.946148,2459.859661
iteracion,169,111.075806,618.671873,2474.763013
iteracion,170,111.661537,615.426569,2461.781402
iteracion,171,112.021507,613.448956,2453.870710
iteracion,172,110.817436,620.114299,2480.532892
iteracion,173,111.009476,619.041539,2476.241724
iteracion,174,117.550751,584.594112,2338.447809
iteracion,175,113.406845,605.955281,2423.895095
iteracion,176,111.161667,618.194011,2472.851508
iteracion,177,112.097153,613.034989,2452.214788
iteracion,178,117.116768,586.760359,2347.113061
iteracion,179,112.494690,610.868627,2443.549075
iteracion,180,112.002045,613.555555,2454.297119
iteracion,181,111.211967,617.914405,2471.733050
iteracion,182,111.133919,618.348363,2473.468934
iteracion,183,112.063644,613.218293,2452.948028
iteracion,184,110.801537,620.203283,2480.888840
iteracion,185,112.047836,613.304808,2453.294098
iteracion,186,111.575394,615.901719,2463.682058
iteracion,187,112.052574,613.278876,2453.190367
iteracion,188,110.851357,619.924545,2479.773854
iteracion,189,110.979935,619.206318,2476.900859
iteracion,190,110.983620,619.185758,2476.818618
iteracion,191,112.183167,612.564959,2450.334610
iteracion,192,111.148994,618.264493,2473.133445
iteracion,193,111.198082,617.991565,2472.041700
iteracion,194,112.516739,610.748920,2443.070233
iteracion,195,111.235458,617.783913,2471.211065
iteracion,196,111.115105,618.453062,2473.887743
iteracion,197,111.198494,617.989276,2472.032541
iteracion,198,111.953918,613.819308,2455.352160
iteracion,199,111.230080,617.813787,2471.330565
iteracion,200,111.114944,618.453954,2473.891310
iteracion,201,111.144928,618.287114,2473.223930
iteracion,202,111.985405,613.646723,2454.661798
iteracion,203,111.249153,617.707864,2470.906859
iteracion,204,110.862595,619.861703,2479.522480
iteracion,205,112.117981,612.921105,2451.759238
iteracion,206,111.218719,617.876892,2471.582993
iteracion,207,110.953758,619.352403,2477.485215
iteracion,208,125.441536,547.820753,2191.349886
iteracion,209,112.184509,612.557627,2450.305281
iteracion,210,111.165604,618.172119,2472.763936
iteracion,211,116.025635,592.278395,2369.185880
iteracion,212,114.131554,602.107608,2408.503930
iteracion,213,111.255585,617.672155,2470.764018
iteracion,214,111.220573,617.866593,2471.541794
iteracion,215,110.914398,619.572191,2478.364397
iteracion,216,112.102753,613.004365,2452.092290
iteracion,217,111.130531,618.367211,2473.544329
iteracion,218,111.176994,618.108784,2472.510588
iteracion,219,111.659325,615.438764,2461.830182
iteracion,220,111.663330,615.416688,2461.741875
iteracion,221,110.991043,619.144346,2476.652961
iteracion,222,110.850334,619.930262,2479.796724
iteracion,223,111.111588,618.472639,2473.966052
iteracion,224,112.055969,613.260295,2453.116040
iteracion,225,111.061470,618.751730,2475.082452
iteracion,226,111.092575,618.578485,2474.389448
iteracion,227,111.510208,616.261757,2465.122253
iteracion,228,128.151718,536.235313,2145.006712
iteracion,229,111.318275,617.324302,2469.372567
iteracion,230,111.189316,618.040288,2472.236596
iteracion,231,110.841026,619.982321,2480.004965
iteracion,232,112.140640,612.797257,2451.263832
iteracion,233,111.034142,618.904022,2475.691636
iteracion,234,131.366592,523.112273,2092.512948
iteracion,235,111.766113,614.850734,2459.477989
iteracion,236,110.981277,619.198826,2476.870891
iteracion,237,111.289436,617.484273,2470.012470
iteracion,238,112.043709,613.327401,2453.384474
iteracion,239,111.206558,617.944461,2471.853279
iteracion,240,111.214272,617.901604,2471.681842
iteracion,241,110.956093,619.339371,2477.433087
iteracion,242,112.030685,613.398699,2453.669675
iteracion,243,111.708893,615.165678,2460.737803
iteracion,244,111.121025,618.420112,2473.755937
iteracion,245,131.612061,522.136622,2088.610226
iteracion,246,116.897629,587.860314,2351.513015
iteracion,247,114.923363,597.959154,2391.909608
iteracion,248,112.140610,612.797424,2451.264499
iteracion,249,125.741119,546.515548,2186.128904
iteracion,250,112.293602,611.962530,2447.924821
iteracion,251,111.495651,616.342216,2465.444100
iteracion,252,124.390846,552.448020,2209.859518
iteracion,253,111.240578,617.755482,2471.097339
iteracion,254,123.683327,555.608250,2222.500824
iteracion,255,111.232765,617.798871,2471.270898
promedio,,113.948427,603.581056,2414.397903
min,,110.801537,522.136622,2088.610226
max,,131.612061,620.203283,2480.888840
total,,33738.579300,,
