tipo,iter,tiempo_ms,gflops,gbps_estimado
iteracion,88,3369.754000,5.098256,20.394269
iteracion,89,3365.029700,5.105414,20.422902
iteracion,90,3376.176700,5.088557,20.355472
iteracion,91,3372.095300,5.094716,20.380109
iteracion,92,3358.787200,5.114903,20.460859
iteracion,93,3370.161700,5.097639,20.391802
iteracion,94,3383.460000,5.077604,20.311655
iteracion,95,3360.215200,5.112729,20.452164
iteracion,96,3356.443100,5.118475,20.475149
iteracion,97,3364.468700,5.106265,20.426307
iteracion,98,3387.689100,5.071265,20.286298
iteracion,99,3369.531000,5.098594,20.395619
iteracion,100,3371.910500,5.094996,20.381226
iteracion,101,3372.458100,5.094168,20.377917
iteracion,102,3371.657900,5.095377,20.382753
iteracion,103,3369.184000,5.099119,20.397720
iteracion,104,3368.729200,5.099807,20.400474
iteracion,105,3376.151800,5.088595,20.355622
iteracion,106,3369.369900,5.098837,20.396594
iteracion,107,3367.584500,5.101541,20.407408
iteracion,108,3362.030100,5.109969,20.441123
iteracion,109,3363.215100,5.108168,20.433921
iteracion,110,3365.908300,5.104081,20.417571
iteracion,111,3366.672100,5.102923,20.412939
iteracion,112,3354.909600,5.120814,20.484508
iteracion,113,3353.779700,5.122540,20.491409
iteracion,114,3373.298100,5.092900,20.372843
iteracion,115,3373.636700,5.092389,20.370798
iteracion,116,3379.228000,5.083963,20.337092
iteracion,117,3372.756800,5.093717,20.376112
iteracion,118,3376.017000,5.088798,20.356435
iteracion,119,3367.546800,5.101598,20.407637
iteracion,120,3360.810500,5.111823,20.448541
iteracion,121,3365.510300,5.104685,20.419985
iteracion,122,3363.088100,5.108361,20.434692
iteracion,123,3445.556400,4.986094,19.945595
iteracion,124,3383.463100,5.077599,20.311636
iteracion,125,3369.802000,5.098184,20.393979
iteracion,126,3361.930800,5.110120,20.441727
iteracion,127,3379.337200,5.083798,20.336435
promedio,,3391.505506,5.067910,20.272876
min,,3352.496400,4.532691,18.131870
max,,3790.214200,5.124500,20.499253
total,,435528.893800,,
